name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Frontier Mountain 01138,10320,Valid,H3,4.2,Found,01/01/2001 12:00:00 AM,-72.99472,160.39972,"(-72.99472, 160.39972)"
Frontier Mountain 01141,10323,Valid,H5/6,13.9,Found,01/01/2001 12:00:00 AM,-72.99222,160.40028,"(-72.99222, 160.40028)"
Frontier Mountain 01145,10327,Valid,H4,12.3,Found,01/01/2001 12:00:00 AM,-72.99306,160.40056,"(-72.99306, 160.40056)"
Frontier Mountain 03001,10355,Valid,Lodranite,1.5,Found,01/01/2003 12:00:00 AM,-72.95386,160.49097,"(-72.95386, 160.49097)"
Frontier Mountain 03005,30566,Valid,EL4,20.66,Found,01/01/2004 12:00:00 AM,-72.95514,160.38425,"(-72.95514, 160.38425)"
Frontier Mountain 03020,30579,Valid,L6,1.36,Found,01/01/2003 12:00:00 AM,-72.95269,160.47017,"(-72.95269, 160.47017)"
Frontier Mountain 03031,30589,Valid,H6,3.44,Found,01/01/2003 12:00:00 AM,-72.95203,160.50939,"(-72.95203, 160.50939)"
Frontier Mountain 03032,30590,Valid,L6,2.97,Found,01/01/2003 12:00:00 AM,-72.95203,160.50939,"(-72.95203, 160.50939)"
Frontier Mountain 03036,30594,Valid,H5,7.18,Found,01/01/2003 12:00:00 AM,-72.95144,160.51325,"(-72.95144, 160.51325)"
Frontier Mountain 03042,30600,Valid,H4,15.47,Found,01/01/2003 12:00:00 AM,-72.95136,160.51608,"(-72.95136, 160.51608)"
Frontier Mountain 03046,30604,Valid,H5-6,11.55,Found,01/01/2003 12:00:00 AM,-72.95217,160.5225,"(-72.95217, 160.5225)"
Frontier Mountain 03053,30611,Valid,H6,21.54,Found,01/01/2003 12:00:00 AM,-72.95281,160.46431,"(-72.95281, 160.46431)"
Frontier Mountain 03055,30613,Valid,H4,3.37,Found,01/01/2003 12:00:00 AM,-72.95131,160.45906,"(-72.95131, 160.45906)"
Frontier Mountain 03073,30630,Valid,H6,0.41,Found,01/01/2004 12:00:00 AM,-72.95339,160.44231,"(-72.95339, 160.44231)"
Frontier Mountain 03091,30647,Valid,H3,0.7,Found,01/01/2004 12:00:00 AM,-72.99422,160.40414,"(-72.99422, 160.40414)"
Frontier Mountain 09005,55353,Valid,H4,15.1,Found,01/01/2009 12:00:00 AM,-72.95388,160.45022,"(-72.95388, 160.45022)"
Frontier Mountain 09023,55369,Valid,H5,26.0,Found,01/01/2009 12:00:00 AM,-72.95245,160.49077,"(-72.95245, 160.49077)"
Frontier Mountain 10003,54844,Valid,L3,2.9,Found,01/01/2011 12:00:00 AM,-72.95268,160.48213,"(-72.95268, 160.48213)"
Frontier Mountain 10015,54800,Valid,H4,3.5,Found,01/01/2011 12:00:00 AM,-72.95215,160.50155,"(-72.95215, 160.50155)"
Frontier Mountain 10028,54845,Valid,H4,0.9,Found,01/01/2011 12:00:00 AM,-72.95243,160.49085,"(-72.95243, 160.49085)"
Frontier Mountain 10035,54805,Valid,H6,2.5,Found,01/01/2011 12:00:00 AM,-72.9519,160.51957,"(-72.9519, 160.51957)"
Frontier Mountain 10057,54847,Valid,H3,3.0,Found,01/01/2011 12:00:00 AM,-72.95183,160.50678,"(-72.95183, 160.50678)"
Frontier Mountain 10083,54879,Valid,LL3,5.9,Found,01/01/2011 12:00:00 AM,-72.95128,160.51542,"(-72.95128, 160.51542)"
Frontier Mountain 10101,54817,Valid,H5,1.2,Found,01/01/2011 12:00:00 AM,-72.95145,160.51087,"(-72.95145, 160.51087)"
Frontier Mountain 10103,54818,Valid,H6,1.5,Found,01/01/2011 12:00:00 AM,-72.95158,160.46172,"(-72.95158, 160.46172)"
Frontier Mountain 10104,54819,Valid,H4,0.6,Found,01/01/2011 12:00:00 AM,-72.95193,160.4563,"(-72.95193, 160.4563)"
Frontier Mountain 84009,10371,Valid,H4,9.6,Found,01/01/1984 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 84016,10378,Valid,H4,4.9,Found,01/01/1984 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 84022,10384,Valid,H3,5.8,Found,01/01/1984 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 84024,10386,Valid,H5,2.5,Found,01/01/1984 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 84026,10388,Valid,H4,9.0,Found,01/01/1984 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 84029,10391,Valid,H5,2.4,Found,01/01/1984 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90003,10402,Valid,H3.6,26.1,Found,01/01/1991 12:00:00 AM,-72.95502,160.43827,"(-72.95502, 160.43827)"
Frontier Mountain 90020,10418,Valid,L7,0.8,Found,01/01/1990 12:00:00 AM,-72.95556,160.44775,"(-72.95556, 160.44775)"
Frontier Mountain 90031,10429,Valid,H4,8.4,Found,01/01/1990 12:00:00 AM,-72.95261,160.5268,"(-72.95261, 160.5268)"
Frontier Mountain 90032,10430,Valid,H3.4,1.6,Found,01/01/1990 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90034,10432,Valid,L7,6.4,Found,01/01/1990 12:00:00 AM,-72.95556,160.45233,"(-72.95556, 160.45233)"
Frontier Mountain 90038,10436,Valid,H5,3.3,Found,01/01/1990 12:00:00 AM,-72.95431,160.50142,"(-72.95431, 160.50142)"
Frontier Mountain 90042,10440,Valid,LL4,14.7,Found,01/01/1990 12:00:00 AM,-72.9539,160.50631,"(-72.9539, 160.50631)"
Frontier Mountain 90044,10442,Valid,L5,10.2,Found,01/01/1990 12:00:00 AM,-72.95806,160.48796,"(-72.95806, 160.48796)"
Frontier Mountain 90051,10449,Valid,H6,8.1,Found,01/01/1990 12:00:00 AM,-72.95346,160.52512,"(-72.95346, 160.52512)"
Frontier Mountain 90065,10463,Valid,L7,5.7,Found,01/01/1990 12:00:00 AM,-72.95431,160.50221,"(-72.95431, 160.50221)"
Frontier Mountain 90086,10482,Valid,L6,4.7,Found,01/01/1991 12:00:00 AM,-72.9531,160.44851,"(-72.9531, 160.44851)"
Frontier Mountain 90090,10486,Valid,L6,1.3,Found,01/01/1991 12:00:00 AM,-72.95533,160.43857,"(-72.95533, 160.43857)"
Frontier Mountain 90093,10489,Valid,H6,3.61,Found,01/01/1991 12:00:00 AM,-72.95542,160.43857,"(-72.95542, 160.43857)"
Frontier Mountain 90094,10490,Valid,H5,9.11,Found,01/01/1991 12:00:00 AM,-72.95431,160.50126,"(-72.95431, 160.50126)"
Frontier Mountain 90099,10495,Valid,H4,3.7,Found,01/01/1990 12:00:00 AM,-72.95404,160.53659,"(-72.95404, 160.53659)"
Frontier Mountain 90111,10507,Valid,H5,0.8,Found,01/01/1991 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90119,10513,Valid,L6,3.0,Found,01/01/1991 12:00:00 AM,-72.95605,160.43857,"(-72.95605, 160.43857)"
Frontier Mountain 90128,10521,Valid,H4/5,6.5,Found,01/01/1990 12:00:00 AM,-72.956,160.44775,"(-72.956, 160.44775)"
Frontier Mountain 90130,10523,Valid,H3-5,15.5,Found,01/01/1990 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90133,10526,Valid,H5,0.61,Found,01/01/1990 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90151,10543,Valid,H5,33.6,Found,01/01/1990 12:00:00 AM,-72.95564,160.51258,"(-72.95564, 160.51258)"
Frontier Mountain 90156,10548,Valid,H6,31.82,Found,01/01/1990 12:00:00 AM,-72.95614,160.43506,"(-72.95614, 160.43506)"
Frontier Mountain 90162,10554,Valid,L6,14.81,Found,01/01/1990 12:00:00 AM,-72.95404,160.50371,"(-72.95404, 160.50371)"
Frontier Mountain 90165,10557,Valid,H5,2.1,Found,01/01/1990 12:00:00 AM,-72.95556,160.47221,"(-72.95556, 160.47221)"
Frontier Mountain 90168,10560,Valid,Ureilite,14.26,Found,01/01/1990 12:00:00 AM,-72.95489,160.44622,"(-72.95489, 160.44622)"
Frontier Mountain 90185,10575,Valid,H5,4.05,Found,01/01/1990 12:00:00 AM,-72.95431,160.50126,"(-72.95431, 160.50126)"
Frontier Mountain 90197,10587,Valid,H5/6,2.57,Found,01/01/1990 12:00:00 AM,-72.95563,160.45233,"(-72.95563, 160.45233)"
Frontier Mountain 90202,10592,Valid,H3.9/4,9.73,Found,01/01/1990 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90206,10596,Valid,H3-5,1.48,Found,01/01/1990 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90209,10599,Valid,H5,1.67,Found,01/01/1990 12:00:00 AM,-72.95488,160.47328,"(-72.95488, 160.47328)"
Frontier Mountain 90211,10601,Valid,H5,10.92,Found,01/01/1990 12:00:00 AM,-72.95583,160.54028,"(-72.95583, 160.54028)"
Frontier Mountain 90214,10603,Valid,H6,1.85,Found,01/01/1990 12:00:00 AM,-72.95506,160.43918,"(-72.95506, 160.43918)"
Frontier Mountain 90226,10615,Valid,H5/6,24.79,Found,01/01/1990 12:00:00 AM,-72.95583,160.43833,"(-72.95583, 160.43833)"
Frontier Mountain 90231,10620,Valid,L5,18.21,Found,01/01/1990 12:00:00 AM,-72.955,160.44083,"(-72.955, 160.44083)"
Frontier Mountain 90233,10621,Valid,Ureilite,31.89,Found,01/01/1990 12:00:00 AM,-72.95611,160.43833,"(-72.95611, 160.43833)"
Frontier Mountain 90239,10627,Valid,H6,15.39,Found,01/01/1990 12:00:00 AM,-72.95489,160.44775,"(-72.95489, 160.44775)"
Frontier Mountain 90240,10628,Valid,L6,1.05,Found,01/01/1990 12:00:00 AM,-72.95489,160.44408,"(-72.95489, 160.44408)"
Frontier Mountain 90241,10629,Valid,L6/7,2.29,Found,01/01/1990 12:00:00 AM,-72.95564,160.44178,"(-72.95564, 160.44178)"
Frontier Mountain 93011,10642,Valid,H5,2.66,Found,01/01/1993 12:00:00 AM,-72.98972,160.40778,"(-72.98972, 160.40778)"
Frontier Mountain 93018,10649,Valid,L5,1.05,Found,01/01/1993 12:00:00 AM,-72.98167,160.43778,"(-72.98167, 160.43778)"
Frontier Mountain 93030,10661,Valid,H4,7.8,Found,01/01/1993 12:00:00 AM,-72.98717,160.40433,"(-72.98717, 160.40433)"
Frontier Mountain 93033,10664,Valid,H3,3.0,Found,01/01/1993 12:00:00 AM,-72.98833,160.40533,"(-72.98833, 160.40533)"
Frontier Mountain 95033,10718,Valid,H5,23.9,Found,01/01/1995 12:00:00 AM,-72.95389,160.43361,"(-72.95389, 160.43361)"
Frontier Mountain 95039,10724,Valid,H6,1.2,Found,01/01/1995 12:00:00 AM,-72.98833,160.40861,"(-72.98833, 160.40861)"
Frontier Mountain 95043,10728,Valid,L6,5.7,Found,01/01/1995 12:00:00 AM,-72.95139,160.50889,"(-72.95139, 160.50889)"
Frontier Mountain 95046,10731,Valid,H6,13.2,Found,01/01/1995 12:00:00 AM,-72.99133,160.417,"(-72.99133, 160.417)"
Frontier Mountain 97011,10744,Valid,L6,0.8,Found,01/01/1997 12:00:00 AM,-72.95222,160.50333,"(-72.95222, 160.50333)"
Frontier Mountain 97027,10756,Valid,H6,20.5,Found,01/01/1997 12:00:00 AM,-72.95222,160.51778,"(-72.95222, 160.51778)"
Frontier Mountain 97032,10761,Valid,H6,13.1,Found,01/01/1997 12:00:00 AM,-72.9525,160.52028,"(-72.9525, 160.52028)"
Frontier Mountain 97038,10767,Valid,H4,0.5,Found,01/01/1997 12:00:00 AM,-72.98833,160.40722,"(-72.98833, 160.40722)"
Frontier Mountain 97051,10780,Valid,H4,6.6,Found,01/01/1997 12:00:00 AM,-72.98861,160.40694,"(-72.98861, 160.40694)"
Frontier Mountain 99004,10798,Valid,H4,0.7,Found,01/01/1999 12:00:00 AM,-72.99611,160.42556,"(-72.99611, 160.42556)"
Frontier Mountain 99009,10802,Valid,H6,6.3,Found,01/01/1999 12:00:00 AM,-72.94639,160.37833,"(-72.94639, 160.37833)"
Frontier Mountain 99010,10803,Valid,H5/6,3.5,Found,01/01/1999 12:00:00 AM,-72.96083,160.54583,"(-72.96083, 160.54583)"
Frontier Mountain 99017,10810,Valid,H4,0.9,Found,01/01/1999 12:00:00 AM,-72.99472,160.40167,"(-72.99472, 160.40167)"
Frontier Mountain 99021,10814,Valid,H4,127.9,Found,01/01/1999 12:00:00 AM,-72.97417,160.45361,"(-72.97417, 160.45361)"
Frontier Mountain 99039,10832,Valid,H6,4.0,Found,01/01/1999 12:00:00 AM,-72.95222,160.56611,"(-72.95222, 160.56611)"
Fuzzy Creek,10841,Valid,"Iron, IVA",2700.0,Found,,31.61111,-99.90417,"(31.61111, -99.90417)"
Gardner Ridge 98400,10858,Valid,L6,77.8,Found,01/01/1998 12:00:00 AM,-86.93333,-148.55,"(-86.93333, -148.55)"
Garraf,10863,Valid,L6,8800.0,Found,01/01/1905 12:00:00 AM,41.26667,1.91667,"(41.26667, 1.91667)"
Geologists Range 85701,10873,Valid,L6,438.6,Found,01/01/1985 12:00:00 AM,-82.5,155.5,"(-82.5, 155.5)"
Geologists Range 99100,10874,Valid,H5,979.5,Found,01/01/1999 12:00:00 AM,-82.5,155.5,"(-82.5, 155.5)"
Geologists Range 99110,10884,Valid,L6,18.5,Found,01/01/1999 12:00:00 AM,-82.5,155.5,"(-82.5, 155.5)"
Geologists Range 99113,10887,Valid,L6,34.8,Found,01/01/1999 12:00:00 AM,-82.5,155.5,"(-82.5, 155.5)"
Geologists Range 99128,10902,Valid,L6,5.2,Found,01/01/1999 12:00:00 AM,-82.5,155.5,"(-82.5, 155.5)"
Gerona,10906,Valid,H5,148.0,Found,01/01/1899 12:00:00 AM,41.96667,2.81667,"(41.96667, 2.81667)"
Gerzeh,10907,Valid,Iron,,Found,01/01/1911 12:00:00 AM,29.31667,31.28333,"(29.31667, 31.28333)"
Gheriat 001,10909,Valid,H5,20.8,Found,01/01/1990 12:00:00 AM,30.65833,12.30667,"(30.65833, 12.30667)"
Gladstone (iron),10920,Valid,"Iron, IAB-MG",736600.0,Found,01/01/1915 12:00:00 AM,-23.9,151.3,"(-23.9, 151.3)"
Glenormiston,10933,Valid,"Iron, ungrouped",40800.0,Found,01/01/1925 12:00:00 AM,-22.9,138.71667,"(-22.9, 138.71667)"
Gnowangerup,10937,Valid,"Iron, IIIAB",33600.0,Found,01/01/1976 12:00:00 AM,-34.0,118.1,"(-34.0, 118.1)"
Goldstone Dry Lake,10943,Valid,H6,1.1,Found,01/01/1999 12:00:00 AM,35.37333,-116.90833,"(35.37333, -116.90833)"
Grady (c),10953,Valid,H4,5700.0,Found,01/01/1970 12:00:00 AM,34.8,-103.31667,"(34.8, -103.31667)"
Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,01/01/1883 12:00:00 AM,42.96667,-85.76667,"(42.96667, -85.76667)"
Graves Nunataks 06101,45014,Valid,CV3,3555.0,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06111,49525,Valid,L5,599.6,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Graves Nunataks 06116,49526,Valid,H5,1853.3,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Graves Nunataks 06120,47374,Valid,L5,1171.3,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06127,47380,Valid,H6,254.1,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06132,47381,Valid,L5,136.5,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06140,49529,Valid,L5,139.3,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Graves Nunataks 06144,49533,Valid,L6,57.2,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Graves Nunataks 06150,46019,Valid,L6,179.5,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06194,46051,Valid,L5,3.3,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06195,46052,Valid,L5,6.2,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06218,46070,Valid,L5,1.6,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 06228,46080,Valid,L5,10.9,Found,01/01/2006 12:00:00 AM,,,
Graves Nunataks 95209,10969,Valid,Lodranite,948.8,Found,01/01/1995 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 95214,10974,Valid,H5,204.5,Found,01/01/1995 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 95219,10979,Valid,H5,100.8,Found,01/01/1995 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98016,11008,Valid,H5,512.8,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98021,11013,Valid,H5,81.3,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98037,11029,Valid,Eucrite-br,107.9,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98038,11030,Valid,H6,118.6,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98044,11036,Valid,Eucrite-br,27.5,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98053,11045,Valid,H6,145.5,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98061,11053,Valid,L6,121.5,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98070,11062,Valid,H6,16.3,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98072,11064,Valid,H6,29.9,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98073,11065,Valid,H6,6.5,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98080,11072,Valid,H5,91.8,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98081,11073,Valid,H6,87.5,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98087,11079,Valid,H3.8,22.3,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98093,11085,Valid,H5,40.4,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98098,11090,Valid,Eucrite-unbr,779.2,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98104,11096,Valid,L6,15.2,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98110,11102,Valid,H6,70.3,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98115,11107,Valid,L6,44.9,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98123,11115,Valid,L6,14.8,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98161,11151,Valid,H6,7.7,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98162,11152,Valid,L6,0.8,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98168,11158,Valid,Howardite,7.0,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98174,11164,Valid,L6,8.5,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Graves Nunataks 98179,11169,Valid,H6,18.7,Found,01/01/1998 12:00:00 AM,-86.71667,-141.5,"(-86.71667, -141.5)"
Great Bear Lake,11179,Valid,H6,40.0,Found,01/01/1936 12:00:00 AM,66.0,-120.0,"(66.0, -120.0)"
Great Sand Sea 005,11185,Valid,L6,80.0,Found,01/01/1995 12:00:00 AM,25.81611,25.91417,"(25.81611, 25.91417)"
Great Sand Sea 019,11190,Valid,LL6,12000.0,Found,01/01/1999 12:00:00 AM,25.53667,25.65778,"(25.53667, 25.65778)"
Great Sand Sea 031,51000,Valid,H5,62.26,Found,01/01/2006 12:00:00 AM,25.43617,25.4865,"(25.43617, 25.4865)"
Great Sand Sea 036,51004,Valid,H5,128.91,Found,01/01/2007 12:00:00 AM,26.62533,26.19833,"(26.62533, 26.19833)"
Greener Reservoir,30666,Valid,H4,45.0,Found,01/01/2004 12:00:00 AM,39.49133,-112.942,"(39.49133, -112.942)"
Grier (b),11203,Valid,L5-7,929.4,Found,01/01/1969 12:00:00 AM,34.26667,-103.38333,"(34.26667, -103.38333)"
Grosvenor Mountains 03001,32639,Valid,L5,29000.0,Found,01/01/2002 12:00:00 AM,,,
Grosvenor Mountains 03007,34569,Valid,L5,3850.0,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03009,35739,Valid,L5,1112.9,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03032,34586,Valid,H5,389.1,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03049,35756,Valid,L5,311.3,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03051,34594,Valid,H5,182.0,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03068,35766,Valid,L5,288.2,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03074,34606,Valid,LL5,268.5,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03077,35770,Valid,L5,201.1,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03088,34615,Valid,L5,139.4,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03111,34637,Valid,L5,88.0,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03113,34639,Valid,LL5,100.9,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03122,34643,Valid,L5,48.9,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03134,34655,Valid,LL5,69.4,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03140,34661,Valid,LL5,37.6,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03147,34668,Valid,LL5,26.6,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03151,34672,Valid,LL5,32.0,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 03166,34687,Valid,L5,6.4,Found,01/01/2003 12:00:00 AM,,,
Grosvenor Mountains 06065,46102,Valid,H5,139.6,Found,01/01/2006 12:00:00 AM,,,
Grosvenor Mountains 06068,46105,Valid,H3.6,174.3,Found,01/01/2006 12:00:00 AM,,,
Grosvenor Mountains 06070,46107,Valid,H5,80.8,Found,01/01/2006 12:00:00 AM,,,
Grosvenor Mountains 06075,46112,Valid,H6,41.5,Found,01/01/2006 12:00:00 AM,,,
Grosvenor Mountains 06091,46127,Valid,LL5,27.7,Found,01/01/2006 12:00:00 AM,,,
Grosvenor Mountains 06097,46132,Valid,L6,2.3,Found,01/01/2006 12:00:00 AM,,,
Grosvenor Mountains 85207,11216,Valid,L6,2372.1,Found,01/01/1985 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 85212,11221,Valid,L4,342.2,Found,01/01/1985 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 85213,11222,Valid,L6,4364.4,Found,01/01/1985 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95513,11241,Valid,L6,851.7,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95518,11246,Valid,H4,1342.4,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95519,11247,Valid,H5,682.3,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95522,11250,Valid,"Iron, IIIAB",962.5,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95543,11271,Valid,L6,222.9,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95544,11272,Valid,L3.2,626.0,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95548,11276,Valid,L6,229.6,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95555,11283,Valid,Diogenite-an,250.6,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95569,11297,Valid,L6,46.6,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95582,11310,Valid,L6,8.6,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95583,11311,Valid,L6,108.2,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95591,11319,Valid,L6,111.2,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95599,11327,Valid,H5,75.7,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95601,11329,Valid,H6,156.2,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95614,11342,Valid,L6,29.5,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95616,11344,Valid,H4,122.6,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95619,11347,Valid,H5,30.5,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95620,11348,Valid,L5,161.3,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95625,11352,Valid,H5,88.6,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95636,11362,Valid,L6,125.9,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95640,11366,Valid,L6,33.3,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95653,11379,Valid,L6,59.0,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grosvenor Mountains 95654,11380,Valid,H6,67.1,Found,01/01/1995 12:00:00 AM,-85.66667,175.0,"(-85.66667, 175.0)"
Grove Mountains 020007,46617,Valid,H4,25.94,Found,01/01/2002 12:00:00 AM,-73.08972,75.18944,"(-73.08972, 75.18944)"
Grove Mountains 020017,30671,Valid,CM2,2.2,Found,01/01/2002 12:00:00 AM,-73.09639,75.18417,"(-73.09639, 75.18417)"
